respondent_id,industry,region,exec_level,viz_tool,cynefin_domain,data_type,data_trust,data_quality_score,viz_clarity_score,decision_confidence,decision_speed_score,collaboration_score,cognitive_load_score,d3m_adoption_score,big_data_readiness,years_using_viz,pct_decisions_datadriven,monthly_data_gb,num_dashboards,viz_effective
R0601,IT/Software,Biratnagar,General Manager,Power BI,Complicated,Structured,Medium,4,8,4.0,8,1,8,8,8,16,82,19.4,24,0
R0602,Consulting,Biratnagar,CEO,Tableau,Complex,Unstructured,High,5,5,7.0,9,5,6,10,5,16,45,15.2,27,0
R0603,Banking,Pokhara,CEO,Tableau,Simple,Structured,Low,7,6,2.0,9,5,6,8,9,5,96,9999.0,27,0
R0604,IT/Software,Biratnagar,CFO,Power BI,Complex,Structured,Medium,10,7,2.0,6,2,6,10,5,3,48,17.9,27,0
R0605,Retail,Pokhara,COO,Excel Charts,Simple,Structured,Low,8,4,8.0,7,8,1,1,4,5,83,111.7,16,0
R0606,Banking,Biratnagar,COO,Power BI,Complicated,Structured,Medium,4,9,5.0,6,9,8,1,8,11,53,75.4,21,0
R0607,Education,Pokhara,COO,No Tool,Simple,Unstructured,Low,6,9,10.0,5,1,7,10,6,16,65,69.9,2,1
R0608,Education,Lalitpur,CFO,Excel Charts,Complex,Structured,Medium,8,6,5.0,4,3,10,8,4,10,42,15.1,8,0
R0609,Healthcare,Lalitpur,CEO,Excel Charts,Simple,Multi-structured,Medium,6,10,1.0,7,4,4,7,8,11,77,1.4,5,0
R0610,Banking,Kathmandu,COO,No Tool,Chaotic,Structured,High,7,2,6.0,10,9,2,6,9,18,56,112.2,4,0
R0611,Banking,Kathmandu,COO,Excel Charts,Complicated,Structured,High,7,5,1.0,3,9,4,5,5,18,68,107.6,10,0
R0612,Education,Chitwan,CFO,Python/Matplotlib,Complicated,Structured,Medium,6,8,5.0,4,1,6,3,7,10,70,36.9,16,0
R0613,IT/Software,Chitwan,CEO,No Tool,Complicated,Semi-structured,Low,3,10,6.0,9,7,7,10,9,14,3,32.6,16,0
R0614,Education,Biratnagar,General Manager,Tableau,Complicated,Semi-structured,High,7,8,6.0,10,6,8,2,8,3,50,15.9,16,1
R0615,Banking,Pokhara,General Manager,Power BI,Complicated,Structured,Medium,1,4,8.0,10,4,2,4,1,15,20,59.5,27,0
R0616,Retail,Lalitpur,Department Head,Python/Matplotlib,Complex,Semi-structured,Medium,8,7,9.0,8,6,2,9,5,10,34,29.9,29,1
R0617,Healthcare,Pokhara,CEO,Tableau,Complex,Structured,High,10,2,7.0,7,3,2,1,1,19,65,9.4,23,0
R0618,Education,Lalitpur,COO,Excel Charts,Complex,Structured,Medium,10,3,10.0,10,8,3,3,7,19,81,12.6,15,0
R0619,Retail,Chitwan,CFO,Python/Matplotlib,Chaotic,Structured,High,3,5,7.0,5,3,1,10,8,13,26,1.6,5,0
R0620,Education,Kathmandu,Department Head,Python/Matplotlib,Complex,Structured,High,1,3,7.0,10,6,5,8,2,1,100,19.5,8,0
R0621,Healthcare,Chitwan,General Manager,No Tool,Simple,Unstructured,Medium,9,8,5.0,2,4,4,4,7,16,60,32.1,8,0
R0622,Retail,Pokhara,CEO,Tableau,Complicated,Unstructured,Medium,4,6,9.0,1,3,1,1,2,6,0,9999.0,21,0
R0623,Consulting,Pokhara,CFO,Tableau,Complicated,Structured,High,5,7,6.0,8,4,9,2,10,12,62,57.4,22,0
R0624,IT/Software,Kathmandu,COO,Python/Matplotlib,Complicated,Semi-structured,Medium,4,5,5.0,4,1,10,3,7,0,71,4.9,5,0
R0625,IT/Software,Pokhara,CFO,Tableau,Complicated,Structured,Medium,6,7,8.0,7,9,6,3,9,12,38,36.5,5,1
R0626,Retail,Biratnagar,COO,Tableau,Complicated,Structured,High,3,5,1.0,1,6,7,8,8,10,73,221.5,14,0
R0627,Healthcare,Pokhara,Department Head,Python/Matplotlib,Complex,Structured,High,1,3,1.0,5,6,3,4,10,2,11,11.3,25,0
R0628,Healthcare,Pokhara,General Manager,Python/Matplotlib,Complex,Unstructured,High,5,7,6.0,2,2,4,6,1,11,77,21.0,0,0
R0629,Consulting,Chitwan,COO,Python/Matplotlib,Complex,Semi-structured,Medium,8,9,4.0,8,7,8,4,5,1,75,72.0,20,0
R0630,IT/Software,Pokhara,Department Head,No Tool,Complex,Semi-structured,Medium,8,2,7.0,2,9,9,9,3,9,33,9.7,12,0
R0631,Healthcare,Kathmandu,CFO,No Tool,Simple,Structured,Medium,9,4,10.0,9,7,10,2,5,6,22,62.9,26,0
R0632,Retail,Kathmandu,General Manager,Tableau,Chaotic,Unstructured,High,1,7,5.0,5,1,10,10,10,18,57,30.7,16,0
R0633,Consulting,Biratnagar,CEO,No Tool,Simple,Semi-structured,Medium,3,3,2.0,1,10,1,8,9,16,39,31.0,19,0
R0634,Healthcare,Pokhara,COO,No Tool,Complicated,Semi-structured,High,3,4,3.0,1,9,8,8,9,8,43,39.1,4,0
R0635,Healthcare,Chitwan,CEO,Python/Matplotlib,Simple,Unstructured,Medium,7,10,7.0,7,6,7,4,7,5,61,179.5,1,1
R0636,Retail,Chitwan,CFO,Excel Charts,Complex,Structured,High,4,2,9.0,1,8,2,9,9,14,96,69.8,25,0
R0637,Banking,Pokhara,General Manager,No Tool,Complex,Structured,High,9,4,9.0,6,9,2,5,2,0,39,32.0,26,0
R0638,Consulting,Chitwan,CFO,No Tool,Complicated,Structured,High,1,8,4.0,1,10,8,8,1,8,64,8.8,8,0
R0639,Consulting,Kathmandu,General Manager,Excel Charts,Chaotic,Structured,Medium,7,9,9.0,3,6,10,4,7,15,24,51.9,21,1
R0640,Banking,Chitwan,COO,Python/Matplotlib,Simple,Unstructured,Medium,8,4,1.0,4,3,5,3,6,9,33,20.5,1,0
R0641,Education,Chitwan,COO,Python/Matplotlib,Chaotic,Semi-structured,Medium,2,5,7.0,3,2,9,7,3,5,82,21.2,2,0
R0642,Retail,Biratnagar,Department Head,Python/Matplotlib,Complex,Structured,Medium,9,2,2.0,10,4,9,2,9,4,17,100.0,0,0
R0643,Healthcare,Biratnagar,COO,Power BI,Simple,Structured,Low,8,9,6.0,3,9,10,2,4,5,61,86.8,25,1
R0644,Consulting,Lalitpur,CEO,Power BI,Simple,Semi-structured,Low,10,3,9.0,5,4,7,7,3,12,57,60.7,1,0
R0645,Consulting,Kathmandu,CFO,No Tool,Simple,Unstructured,High,4,6,9.0,7,1,2,5,10,9,54,24.5,3,0
R0646,Banking,Kathmandu,General Manager,No Tool,Complex,Structured,High,10,9,10.0,7,8,3,8,8,11,29,38.3,6,1
R0647,IT/Software,Chitwan,General Manager,Excel Charts,Complicated,Structured,Medium,1,5,9.0,8,4,2,7,5,7,26,23.1,26,0
R0648,Education,Kathmandu,Department Head,Tableau,Chaotic,Multi-structured,Low,6,9,6.0,9,9,8,7,9,0,52,26.7,5,1
R0649,IT/Software,Kathmandu,General Manager,Excel Charts,Simple,Unstructured,Medium,5,8,7.0,6,10,3,7,1,14,85,26.7,21,0
R0650,CONSULTING,Chitwan,General Manager,Tableau,Complex,Semi-structured,Medium,6,4,6.0,3,9,4,5,7,16,24,28.5,29,0
R0651,IT/Software,Lalitpur,Department Head,Python/Matplotlib,Complicated,Structured,High,10,7,3.0,5,10,4,10,7,9,30,17.3,18,0
R0652,IT/Software,Chitwan,COO,No Tool,Simple,Structured,Medium,4,5,7.0,6,3,2,2,2,17,27,62.8,19,0
R0653,Banking,Biratnagar,COO,No Tool,Complex,Structured,Medium,7,4,5.0,8,3,1,7,2,8,77,33.0,8,0
R0654,Consulting,Biratnagar,CEO,Python/Matplotlib,Complex,Structured,Medium,7,4,6.0,4,3,9,1,10,13,4,81.1,21,0
R0655,Retail,Chitwan,Department Head,Tableau,Complicated,Structured,High,10,4,4.0,10,1,8,8,9,17,16,138.1,23,0
R0656,Consulting,Pokhara,COO,Excel Charts,Complicated,Semi-structured,Medium,3,2,9.0,6,10,8,5,10,18,10,32.6,24,0
R0657,Healthcare,Pokhara,CFO,No Tool,Simple,Semi-structured,Medium,1,3,2.0,8,8,5,8,7,6,84,40.9,28,0
R0658,Consulting,Biratnagar,Department Head,Excel Charts,Simple,Structured,High,10,7,9.0,3,10,7,5,1,12,56,45.3,4,1
R0659,Education,Lalitpur,CFO,Python/Matplotlib,Complex,Structured,Medium,10,5,10.0,2,6,4,6,10,7,77,81.0,22,0
R0660,IT/Software,Lalitpur,CFO,Power BI,Complex,Unstructured,Low,2,9,6.0,7,3,9,10,9,0,6,78.5,25,0
R0661,Retail,Kathmandu,COO,Tableau,Complicated,Structured,Medium,2,3,5.0,8,4,9,7,5,8,60,2.3,6,0
R0662,Banking,Pokhara,Department Head,Python/Matplotlib,Complicated,Semi-structured,High,1,8,6.0,2,2,6,5,5,4,91,39.8,23,0
R0663,Education,Pokhara,CFO,Excel Charts,Chaotic,Semi-structured,Low,8,2,6.0,5,7,9,5,1,5,81,4.3,0,0
R0664,Banking,Chitwan,CFO,No Tool,Complicated,Structured,High,5,2,3.0,8,8,6,4,10,8,69,24.1,17,0
R0665,Education,Pokhara,CFO,Excel Charts,Complicated,Structured,High,6,6,8.0,2,9,10,9,5,19,19,31.6,23,1
R0666,Education,Kathmandu,Department Head,Python/Matplotlib,Simple,Semi-structured,Medium,4,2,7.0,4,9,8,9,1,5,74,16.2,26,0
R0667,Banking,Pokhara,CFO,Power BI,Simple,Semi-structured,Low,4,6,4.0,5,9,7,4,5,9,65,83.3,27,0
R0668,Banking,Biratnagar,CFO,Power BI,Complex,Structured,High,10,2,8.0,1,1,9,8,9,14,77,48.5,21,0
R0669,Consulting,Lalitpur,CFO,No Tool,Complicated,Structured,Low,1,3,6.0,8,3,4,9,4,0,68,71.5,22,0
R0670,BANKING,Lalitpur,CFO,No Tool,Complex,Semi-structured,Medium,6,6,4.0,8,4,6,3,1,3,17,1.8,21,0
R0671,IT/Software,Biratnagar,COO,Python/Matplotlib,Complicated,Structured,High,4,6,10.0,6,8,5,1,3,2,48,67.6,17,0
R0672,Retail,Biratnagar,CFO,No Tool,Complicated,Structured,Low,3,4,2.0,9,4,7,5,2,8,16,52.2,18,0
R0673,IT/Software,Lalitpur,Department Head,Power BI,Complex,Unstructured,High,10,5,5.0,5,10,6,6,6,4,73,38.0,7,0
R0674,Retail,Kathmandu,COO,Python/Matplotlib,Complex,Unstructured,Low,7,6,2.0,4,8,8,8,9,11,7,4.7,0,0
R0675,Consulting,Pokhara,General Manager,No Tool,Complicated,Semi-structured,High,9,6,2.0,8,7,5,8,4,9,76,59.8,18,0
R0676,Consulting,Biratnagar,CFO,Tableau,Complex,Semi-structured,Medium,5,7,5.0,6,10,9,4,7,8,99,9999.0,7,0
R0677,Consulting,Chitwan,Department Head,Power BI,Complex,Structured,Medium,8,6,7.0,1,1,1,10,5,3,58,3.9,18,1
R0678,Banking,Biratnagar,General Manager,Tableau,Complex,Semi-structured,High,4,7,10.0,3,10,10,8,3,6,0,48.5,9,0
R0679,Banking,Pokhara,COO,Excel Charts,Complex,Structured,High,8,7,7.0,6,9,1,5,8,10,50,11.1,5,1
R0680,Consulting,Pokhara,General Manager,Excel Charts,Complex,Unstructured,Low,6,10,9.0,9,3,9,6,9,9,28,3.9,11,1
R0681,Education,Chitwan,CFO,Python/Matplotlib,Complicated,Structured,Low,5,9,7.0,2,10,6,7,6,0,66,76.1,1,0
R0682,Education,Lalitpur,General Manager,Power BI,Simple,Semi-structured,High,7,7,4.0,5,5,5,5,10,11,21,9.9,25,0
R0683,Retail,Kathmandu,COO,Python/Matplotlib,Simple,Unstructured,Medium,5,7,7.0,5,5,5,4,5,10,28,10.7,25,0
R0684,Consulting,Chitwan,Department Head,No Tool,Complicated,Structured,Medium,7,8,8.0,10,6,10,1,2,0,68,83.0,13,1
R0685,IT/Software,Chitwan,General Manager,Power BI,Complicated,Multi-structured,High,3,9,2.0,9,3,8,5,8,5,54,152.3,21,0
R0686,Consulting,Kathmandu,Department Head,No Tool,Complicated,Semi-structured,High,8,10,5.0,8,7,1,2,2,1,83,50.4,13,0
R0687,Education,Biratnagar,COO,Excel Charts,Simple,Structured,Medium,7,1,2.0,9,9,3,1,2,0,5,24.2,15,0
R0688,IT/Software,Lalitpur,Department Head,Tableau,Complicated,Unstructured,High,8,4,9.0,10,10,10,1,5,16,11,3.2,26,0
R0689,Banking,Lalitpur,COO,Python/Matplotlib,Complicated,Semi-structured,High,4,5,7.0,9,9,10,2,6,8,58,45.4,2,0
R0690,Retail,Biratnagar,CFO,Power BI,Simple,Structured,Medium,8,7,9.0,3,7,8,8,10,14,87,67.3,3,1
R0691,Education,Pokhara,Department Head,Python/Matplotlib,Complex,Structured,High,6,1,2.0,2,10,7,4,3,1,36,21.7,24,0
R0692,BANKING,Chitwan,Department Head,Power BI,Complex,Unstructured,Medium,8,5,7.0,10,2,1,1,1,6,65,3.4,24,0
R0693,Consulting,Biratnagar,CEO,Power BI,Simple,Semi-structured,Low,6,3,1.0,8,9,6,6,6,6,84,9999.0,26,0
R0694,Healthcare,Lalitpur,Department Head,No Tool,Complicated,Structured,Medium,2,7,7.0,7,5,2,10,3,3,92,3.0,11,0
R0695,Consulting,Kathmandu,Department Head,Tableau,Complex,Multi-structured,Medium,3,9,6.0,7,3,2,6,3,15,47,6.6,23,0
R0696,Education,Biratnagar,General Manager,Python/Matplotlib,Simple,Structured,High,7,5,3.0,2,4,2,1,9,8,11,10.6,21,0
R0697,Consulting,Pokhara,COO,Tableau,Complex,Semi-structured,High,8,8,3.0,6,2,5,3,5,14,39,44.2,20,0
R0698,Banking,Biratnagar,General Manager,Python/Matplotlib,Complex,Structured,Medium,8,10,2.0,2,8,9,9,7,12,72,24.8,10,0
R0699,Consulting,Lalitpur,CFO,Power BI,Simple,Structured,Medium,4,8,3.0,8,1,6,10,7,8,29,53.1,15,0
R0700,Healthcare,Biratnagar,COO,Tableau,Complex,Structured,Low,6,8,6.0,8,4,7,10,4,0,70,67.1,23,1
R0701,Retail,Biratnagar,General Manager,Power BI,Complex,Structured,Low,2,4,1.0,10,3,9,3,4,0,88,47.5,15,0
R0702,Retail,Chitwan,Department Head,Python/Matplotlib,Complex,Structured,Medium,3,9,4.0,9,4,5,9,10,13,91,10.3,18,0
R0703,Education,Pokhara,General Manager,Power BI,Complicated,Structured,Low,8,3,4.0,5,5,6,10,6,15,45,24.0,11,0
R0704,IT/Software,Pokhara,General Manager,Power BI,Simple,Structured,High,4,8,2.0,8,7,8,5,8,9,79,74.1,21,0
R0705,IT/Software,Lalitpur,General Manager,Python/Matplotlib,Chaotic,Multi-structured,High,10,9,3.0,8,10,9,5,8,16,81,1.8,20,0
R0706,Banking,Kathmandu,General Manager,Python/Matplotlib,Chaotic,Structured,Medium,3,9,1.0,8,3,3,3,10,3,48,38.9,20,0
R0707,Retail,Chitwan,COO,Tableau,Complex,Structured,Low,7,6,8.0,10,8,5,3,7,4,70,3.7,3,1
R0708,IT/Software,Kathmandu,CEO,Power BI,Complicated,Structured,Medium,2,1,9.0,3,1,6,2,10,7,88,64.1,22,0
R0709,Consulting,Lalitpur,COO,No Tool,Complex,Structured,High,10,10,10.0,10,9,9,2,2,8,96,1.6,16,1
R0710,Education,Chitwan,CFO,No Tool,Complex,Structured,Medium,8,7,3.0,4,5,3,7,10,18,54,48.2,17,0
R0711,Retail,Biratnagar,Department Head,Excel Charts,Complex,Structured,Medium,5,3,8.0,4,10,10,9,9,2,94,8.2,23,0
R0712,IT/Software,Pokhara,CEO,Excel Charts,Chaotic,Structured,Medium,7,10,2.0,3,3,4,4,2,14,99,5.8,7,0
R0713,Healthcare,Biratnagar,General Manager,Power BI,Complex,Semi-structured,Medium,9,4,1.0,10,4,8,1,7,4,36,37.2,6,0
R0714,Education,Lalitpur,CEO,Excel Charts,Simple,Structured,Medium,5,2,4.0,6,3,1,8,7,1,83,42.8,6,0
R0715,Banking,Biratnagar,CEO,Tableau,Complicated,Structured,High,2,2,4.0,4,5,10,10,6,14,30,18.7,0,0
R0716,Retail,Kathmandu,CFO,Power BI,Chaotic,Structured,Medium,1,8,4.0,1,10,8,10,2,3,61,5.4,3,0
R0717,Healthcare,Chitwan,CEO,Power BI,Chaotic,Unstructured,Low,1,10,1.0,4,1,1,7,3,6,26,17.3,22,0
R0718,Healthcare,Chitwan,COO,Power BI,Chaotic,Structured,High,2,9,5.0,2,9,8,8,1,18,100,32.4,6,0
R0719,IT/Software,Lalitpur,General Manager,Tableau,Complicated,Unstructured,High,9,1,3.0,3,10,2,6,6,2,75,11.9,12,0
R0720,Retail,Pokhara,Department Head,Python/Matplotlib,Complicated,Unstructured,Medium,8,4,1.0,10,8,4,9,8,7,62,8.9,28,0
R0721,Education,Chitwan,CEO,Excel Charts,Complex,Structured,High,1,2,2.0,9,6,8,4,2,13,87,19.3,11,0
R0722,Consulting,Chitwan,Department Head,No Tool,Simple,Unstructured,Low,9,3,10.0,10,4,6,9,1,8,4,24.0,20,0
R0723,IT/Software,Kathmandu,CEO,Power BI,Complex,Semi-structured,High,4,1,5.0,5,8,6,4,8,14,27,92.4,6,0
R0724,Education,Kathmandu,CEO,Tableau,Complicated,Unstructured,Medium,1,1,6.0,6,3,5,4,1,14,30,77.4,25,0
R0725,Banking,Biratnagar,Department Head,Tableau,Complex,Unstructured,Low,7,10,6.0,8,9,5,4,9,19,66,5.1,26,1
R0726,IT/Software,Chitwan,COO,Excel Charts,Complex,Structured,Medium,3,5,1.0,7,7,8,5,1,0,51,31.0,2,0
R0727,Education,Kathmandu,Department Head,Power BI,Complicated,Semi-structured,High,7,10,10.0,4,3,4,1,4,10,7,9999.0,25,1
R0728,Banking,Lalitpur,CEO,Python/Matplotlib,Chaotic,Structured,High,8,4,4.0,1,10,10,10,3,0,17,91.2,2,0
R0729,Healthcare,Pokhara,General Manager,Excel Charts,Complicated,Structured,Medium,3,8,9.0,5,5,3,2,3,4,23,11.3,2,0
R0730,IT/Software,Kathmandu,CFO,No Tool,Complex,Structured,High,8,7,,3,6,8,6,9,15,54,3.6,24,0
R0731,Retail,Kathmandu,General Manager,No Tool,Complicated,Structured,Medium,8,7,10.0,4,3,3,2,3,5,17,16.1,10,1
R0732,Education,Pokhara,Department Head,Excel Charts,Complex,Semi-structured,Medium,9,9,6.0,7,7,5,4,10,5,58,75.2,22,1
R0733,Consulting,Kathmandu,Department Head,Power BI,Complex,Structured,Low,3,9,2.0,10,10,8,4,5,3,5,6.5,29,0
R0734,Banking,Kathmandu,COO,No Tool,Complicated,Structured,Medium,6,4,2.0,10,2,7,2,7,17,22,9999.0,15,0
R0735,Consulting,Chitwan,COO,Python/Matplotlib,Complicated,Unstructured,Medium,5,7,7.0,5,2,2,5,6,5,83,166.8,4,0
R0736,Education,Kathmandu,General Manager,No Tool,Complicated,Structured,Medium,7,3,8.0,8,6,5,3,7,5,19,79.9,25,0
R0737,Banking,Chitwan,General Manager,Python/Matplotlib,Simple,Unstructured,Low,10,10,3.0,5,6,4,4,2,10,91,46.7,22,0
R0738,Retail,Pokhara,General Manager,Python/Matplotlib,Complicated,Unstructured,Medium,6,2,5.0,10,3,9,1,9,8,75,44.6,4,0
R0739,Healthcare,Chitwan,CEO,Python/Matplotlib,Simple,Structured,High,2,1,2.0,10,1,4,9,1,13,49,86.0,15,0
R0740,Banking,Biratnagar,General Manager,Tableau,Complicated,Semi-structured,High,1,9,8.0,2,7,4,2,10,10,88,129.0,20,0
R0741,Healthcare,Kathmandu,COO,Tableau,Chaotic,Semi-structured,Low,7,3,7.0,9,10,2,6,7,2,27,18.5,0,0
R0742,Healthcare,Kathmandu,CEO,Power BI,Complex,Semi-structured,Medium,5,10,4.0,1,10,5,6,5,8,68,33.3,0,0
R0743,Education,Lalitpur,COO,Excel Charts,Complicated,Multi-structured,High,1,7,7.0,1,5,3,9,2,10,95,31.9,17,0
R0744,Education,Chitwan,Department Head,Python/Matplotlib,Chaotic,Multi-structured,High,7,10,6.0,5,4,3,2,4,1,26,33.7,6,1
R0745,IT/Software,Kathmandu,COO,Power BI,Chaotic,Structured,Medium,6,5,3.0,8,6,9,3,10,11,7,72.4,23,0
R0746,Healthcare,Pokhara,CFO,No Tool,Complex,Structured,Medium,3,7,5.0,10,6,1,3,2,15,100,53.8,23,0
R0747,Healthcare,Chitwan,CEO,Power BI,Complicated,Structured,High,8,3,8.0,3,8,6,9,8,12,53,12.5,2,0
R0748,Consulting,Kathmandu,CEO,Power BI,Complex,Structured,Medium,5,3,9.0,7,9,4,6,3,12,17,33.5,23,0
R0749,Retail,Pokhara,General Manager,Tableau,Complex,Semi-structured,Low,6,7,10.0,8,4,3,5,5,12,56,1.6,19,1
R0750,Healthcare,Pokhara,COO,Excel Charts,Complex,Unstructured,High,1,7,4.0,8,1,8,2,10,1,92,10.8,25,0
R0751,Education,Lalitpur,CEO,Tableau,Complicated,Structured,Medium,6,1,9.0,9,2,3,7,8,7,87,101.2,20,0
R0752,Healthcare,Biratnagar,CEO,Python/Matplotlib,Complicated,Semi-structured,Medium,5,8,6.0,9,2,1,5,1,13,46,16.2,22,0
R0753,Healthcare,Pokhara,CEO,Tableau,Complicated,Structured,Medium,5,2,2.0,2,9,1,1,2,5,68,33.3,19,0
R0754,Healthcare,Lalitpur,Department Head,Tableau,Complex,Unstructured,Low,8,5,3.0,10,6,4,1,6,15,61,29.4,19,0
R0755,Retail,Kathmandu,CEO,Excel Charts,Complex,Multi-structured,High,3,7,10.0,9,3,10,4,10,8,82,100.9,27,0
R0756,Healthcare,Biratnagar,CEO,Excel Charts,Complicated,Structured,Low,5,3,5.0,4,7,2,9,5,3,25,184.4,4,0
R0757,Consulting,Pokhara,COO,Python/Matplotlib,Complex,Structured,High,8,8,6.0,10,7,8,8,9,18,23,13.7,19,1
R0758,Education,Kathmandu,Department Head,Tableau,Complicated,Unstructured,High,7,5,10.0,2,7,7,8,4,2,97,4.4,2,0
R0759,Retail,Lalitpur,COO,Python/Matplotlib,Simple,Structured,Low,10,2,4.0,9,9,9,10,8,14,27,55.2,21,0
R0760,Banking,Lalitpur,General Manager,No Tool,Simple,Structured,High,8,9,6.0,6,2,7,5,7,18,12,42.8,25,1
R0761,Healthcare,Pokhara,CFO,Tableau,Complex,Multi-structured,Medium,7,5,4.0,3,4,9,3,8,11,60,8.7,5,0
R0762,Banking,Chitwan,COO,Python/Matplotlib,Simple,Multi-structured,Medium,2,9,9.0,8,7,7,2,9,14,2,14.0,9,0
R0763,Banking,Kathmandu,COO,Power BI,Complicated,Structured,Medium,4,1,2.0,3,1,10,8,1,11,51,105.0,29,0
R0764,Consulting,Chitwan,CFO,Excel Charts,Simple,Structured,Medium,3,1,6.0,5,10,7,9,6,18,1,73.1,18,0
R0765,Healthcare,Chitwan,COO,Tableau,Simple,Multi-structured,High,8,6,4.0,7,8,7,3,3,17,36,3.4,11,0
R0766,IT/Software,Pokhara,COO,Excel Charts,Chaotic,Multi-structured,High,10,2,1.0,10,3,1,7,3,7,34,89.8,24,0
R0767,IT/Software,Pokhara,CEO,Excel Charts,Complicated,Structured,Medium,9,7,9.0,2,10,1,4,3,10,82,86.9,14,1
R0768,IT/Software,Lalitpur,CEO,Tableau,Chaotic,Structured,Medium,5,1,1.0,2,4,9,8,10,0,71,26.7,6,0
R0769,Retail,Chitwan,General Manager,Excel Charts,Complicated,Unstructured,Medium,6,4,4.0,8,1,5,6,7,0,24,7.3,13,0
R0770,IT/Software,Biratnagar,General Manager,Excel Charts,Chaotic,Structured,Low,1,2,1.0,6,3,6,8,7,19,50,5.6,25,0
R0771,Healthcare,Biratnagar,COO,No Tool,Simple,Structured,Medium,1,7,4.0,7,7,6,5,7,5,79,3.2,13,0
R0772,Education,Lalitpur,Department Head,Tableau,Complicated,Structured,Low,8,5,5.0,1,2,3,9,2,5,76,30.6,19,0
R0773,Banking,Chitwan,CEO,Python/Matplotlib,Complicated,Structured,Medium,8,9,10.0,6,3,4,9,2,1,20,155.4,8,1
R0774,Banking,Chitwan,General Manager,No Tool,Complex,Structured,Low,2,3,9.0,7,1,9,10,7,4,83,12.1,6,0
R0775,Healthcare,Chitwan,CFO,Excel Charts,Complicated,Structured,Medium,1,3,8.0,2,8,3,7,4,3,8,24.0,3,0
R0776,Retail,Lalitpur,CEO,Power BI,Complex,Unstructured,Medium,5,8,7.0,7,5,6,1,4,8,22,6.2,12,0
R0777,Banking,Biratnagar,COO,Excel Charts,Simple,Multi-structured,Low,9,10,5.0,3,9,6,1,3,15,91,21.1,14,0
R0778,HEALTHCARE,Biratnagar,CFO,Tableau,Simple,Structured,Low,10,1,,6,5,9,3,7,14,6,6.1,12,0
R0779,Banking,Biratnagar,CEO,Excel Charts,Complex,Structured,High,3,2,10.0,1,8,5,9,10,19,17,26.7,3,0
R0780,Education,Chitwan,General Manager,Tableau,Complex,Semi-structured,High,5,10,10.0,8,10,3,6,9,7,18,19.0,22,0
R0781,Education,Kathmandu,COO,Power BI,Complex,Semi-structured,Medium,8,9,1.0,8,2,4,8,7,11,7,121.2,17,0
R0782,Retail,Kathmandu,Department Head,No Tool,Chaotic,Unstructured,Medium,5,6,1.0,7,10,5,6,6,1,13,17.0,25,0
R0783,Education,Chitwan,CFO,Tableau,Complex,Semi-structured,Medium,3,5,9.0,10,9,1,4,7,15,22,33.8,0,0
R0784,Retail,Biratnagar,General Manager,No Tool,Simple,Unstructured,High,6,3,7.0,5,10,4,7,2,14,32,29.2,4,0
R0785,IT/Software,Kathmandu,COO,Excel Charts,Complicated,Structured,Low,3,5,7.0,1,5,3,6,3,13,98,2.1,18,0
R0786,Retail,Kathmandu,General Manager,Excel Charts,Complicated,Structured,Medium,6,6,6.0,5,5,3,10,1,3,13,51.6,21,1
R0787,Healthcare,Pokhara,CFO,No Tool,Chaotic,Structured,Medium,1,10,8.0,7,8,2,8,6,15,15,61.2,22,0
R0788,BANKING,Lalitpur,Department Head,Tableau,Simple,Multi-structured,Medium,1,7,6.0,6,1,1,7,1,1,15,15.5,7,0
R0789,Healthcare,Biratnagar,CFO,No Tool,Complex,Multi-structured,High,2,2,3.0,9,7,4,2,2,0,68,19.7,1,0
R0790,IT/Software,Pokhara,CFO,No Tool,Simple,Semi-structured,High,5,1,10.0,2,8,9,7,5,15,65,114.7,27,0
R0791,Consulting,Kathmandu,COO,No Tool,Simple,Unstructured,Medium,8,1,7.0,2,1,7,3,7,7,1,21.9,15,0
R0792,Consulting,Kathmandu,CEO,Power BI,Complicated,Semi-structured,Low,6,7,7.0,6,7,9,7,4,10,72,1.3,1,1
R0793,Banking,Chitwan,CFO,No Tool,Complicated,Multi-structured,Medium,7,5,2.0,1,8,6,6,8,8,83,0.8,5,0
R0794,Education,Pokhara,CEO,Python/Matplotlib,Chaotic,Unstructured,High,4,1,3.0,7,3,7,10,7,11,87,39.1,23,0
R0795,IT/Software,Lalitpur,COO,Python/Matplotlib,Complex,Semi-structured,Medium,10,6,3.0,5,8,10,6,6,17,44,18.0,9,0
R0796,Retail,Pokhara,Department Head,Tableau,Complicated,Structured,High,9,6,6.0,7,4,10,10,3,4,34,41.2,17,1
R0797,Retail,Pokhara,Department Head,No Tool,Chaotic,Semi-structured,Medium,9,9,7.0,7,10,9,9,6,12,85,3.3,11,1
R0798,Retail,Pokhara,COO,Python/Matplotlib,Simple,Structured,Medium,8,8,7.0,1,9,6,1,5,18,56,104.6,9,1
R0799,IT/Software,Lalitpur,General Manager,No Tool,Simple,Structured,Low,1,6,3.0,1,10,7,8,1,14,16,31.1,25,0
R0800,Education,Kathmandu,Department Head,Excel Charts,Complicated,Structured,High,7,4,2.0,7,8,1,9,6,6,44,29.7,5,0
R0801,Retail,Chitwan,Department Head,Excel Charts,Complicated,Structured,High,8,10,6.0,4,10,5,10,10,19,88,84.6,27,1
